0,0.001000,2124262215325232533114166565644162613225656662362145655612555312342252626514311415632356632163262444442636354451111435145663416612666165532251521423612661444536444516464261244446315363422542424162443355313312225112626553555566435362634423441532426614466562213136411656363346611435636313314354155463325514131416446414266433663615532646613451461343531361514225346546444632636654325425116513351256313162166135253113142565543254231165121356221236134162136635224134332633534241363244463434211623512452446644516562352124134116666561516112512112655245556355313446224154611416521413515163136443541364535144546144531632664131253523434551655556454143552231625445113511655413335652264145622451316662662654615531216463513214255163141162643622116664612266626324431146653261656164552616612326246634223612266466461564246266461666116623222565123516465623435355625241436164656613132651656355366561525651566113636466266364614151564536426666266265562511541612665635244216355246141466416152531143644654612325244322414462,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffuuuuuuuuffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
1,0.011474,6452363432363251511342423311536635646544363553421355653316464642516215413644613244121444441332442561156264313631365545656651466262555613364412261522341123622145635362325533651631112632526616113126253625446425441624553635552522531665343451345232436351554221623146426243614231363251362225262142656611633625566516641544565566126324325125252162663222622244663631231162464634532365651461331426511462621343626662331466466151312652426246363666566322546516636516441161223425321441663511324325565612534461165463634261632536151155463445112412614544534641254434346332124166236152541214142551243132266662521553113342643652116544261366646354263553536626663666355455345655642465153334151632343661611562666261155242464236652521561516664345621666216546621666221425165411454423564266561335142141313626255616223133263436152612234333234566611553611426511643664555626565414142325131324451462465223212233225652245665265555534264442466416661636446536116362631264441663536516533355363153456224441242665615321231342615141316,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffuuuuuufffffffffffffffffffffffffffffffffffffffuuuuuuufffffffffffffffffffffffffffffffuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuffffffffffffffffffffffffffffffffuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuufffffffffffffffffffffffffffuuuuu
10,0.105737,3366125426656265263113636151466136454621412611212266465663356621241666314613265655663644264155666122452516663622354423252616146225453243343666364556354664263441442344312562623364526623663614624243555462262423634442525411562245265116226535624316432616431321612131462262221653415213322433542415152621332464654223516326251456566422216656614166254214623126231235122333555613233222262446133144416365222261361535212121626533362653356556114113631516224644635546142152332263455546661316655446642366344625462625263251166163216641135263651455661662665613651233116362351263361345325456151163562462646255665364154214421464536315513121225336546433455636364254522252432661125136536564451242225312415443422415631124255343663431156553261641156454236522361652612464634522662152366562435616635544236526652461533332636622566645263124552664666522452642344335666614265653346345213546625334613314465333122166634514556431563664466451523535543164356646425155551152611643366216445155561362215154534354514654236121356552231221,fuuuuuuuuuuuuuuffuuuuuuuuuuffuuffffffuufffffffffffuuuuuuuuuuuuuuuuffffffffffffffuuuuuuuufuuuuuuuuuuuufffffuuuuuffffffuuuuuuuffffffffffffffffffffffffffffffffffuufffffffuuuuuuuuuuuuuuufffffffffffffffffuuuuuuuuuffffffffuuuuuuuuuuufffffffuuuffffuuuuffffffuuuuuufffuuuuuuuffffffffffffffffffffffffffffffffffuuuuuuuuffuuuuufffuuuuuuuuuuuuufffuuuuuufffffffffffffffffffuuuuuuuuffffffffuuuuffffffuuufuuuuuuufuuuuuffffufffffffffffffffffuuffffffuuuuuffuufffffffffffffffffffffffffffffffffffffuuuufffffuuuuuuuuuuuufffffffuuuuuuuuuuuuufffffffuuuufuuuuuuuuffffffffffffffuufffuuuuuffffffffffffffffffuuuuuuuuuuuuuuuuuuuffffffffffffffuuffffffffffffffffffffffffffffffffffffffffffuuuuuuuuuuuuuuuuuufffffffffffffuuuuuuuuuuuuuuuuuufffffffuuuuuuuuuuufufffffffffffffuuuuuufuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuufffffuuuuuuuuuuuuuuuuuuuuuuuufffffuuuuuuuuuuuuuuuuuuuuuuffuuuuuuuuuuufuuuufffffffffffffuuuuuuuuuuuuuuuuuuuuufffuuuuuufffffffffuffffffffffffuuuufffuuuuuuufffffffffffffffffffuffffuuuuuuuuuuuuuuuuufffuffffffuufuuuuffffffffff
11,0.116211,5416224165534234546114121124625531164154623641334442326152312344233255113664162365622252565365235343312342352641666456541366154165436111216221124431333534162465232456662423553651122656346622115365114221654633146614556242643466244366333523155526462151644246655154146621313364622556522655666535316646636323346523624334465153416514156543545656616643364553144566164543532342163311564554665343435625231526145155463343465564132146621261323316421525545144531556163166256364516616434111526523535644544524636632335564564123466153614661424626114313651655663626612363361136623636232652422464615645636624135234555246525356355614125261614624653224266411561165343351162415521311532563646246261326433416665363515116263626156664564326521144151115645142164115226343662611666652645111431451665625335241263512261612112651612452332521265416563355631354466366345665642663324645343214651145145124446566424665613226222551441614626254125354414354412545161614236266516356533655136662462353363512623424211413161616213423164543,ffffffffuuuuufffffuuufffffffuuuufffffffuuuuuuuuuuuuuuuuuuuuuuffffffffffffuffffffffffffffuuuuuuuuuuuufffffffffffuufffffffuuuuufffffffffffffuffffffuuuuffffffffffffuuffffffffffffffffffffuuuuuuffuuuuuuuuuuuffuuufuffffuuuuuuuuuuuuuuuuuuuuuuuffffffffffffffffffffffffuuuufffffffffffffffffffffufufffffffuuuuuuffffffffffffffffffffffffffffffffffffffuuuuuuufffffffffffuuuffffffuuuuuuuuufffffuuuuffffffuuuuuffffffffffffuufuuuuuuuufuuuuuuuuuuuuuuuuuufffffffffffffffuuuuuuuuuuuuuuuuuuuuuuufffffffffffffffffuuffffffffuuuuuuuuuuuuuuuffffuuuufffffuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuufffffffffffffffffuuuuuuuuuuufffffffffffffuuuuuffffffffffuuuuuuuuuuuuuuuuuuufufffffffffffffffffffffuffuuuuuuuuuuuuuuuuuuufffuuuuuuuuuuuffffffffuuuuuuuuuuuuuuuuffffuuuuuuuuuuufffffuuuuuufffffffffuufffffffffffffffffuufffffffffffffffffffffffffffuffffffffffffffffffffuuuuufuuuuuuuuuuuuuuuuuuufffffffffuufffffffffffffffuuuuuuuffuuuuuuuuuuuuuufffffffffffffffffffffffffffuuufffuuuuuuuuuuuufffffuuuufffuuffffffffffffffffffffffuuuuuuuuuuuuuuuuffff
12,0.126684,2236114453364355222526466665646653344233664261566426366442436213225413113154261425664662641562254253613222231111351653224666633635326534162611364313265113611535163416332131416343336361424652134332335111423523654416313632312432251251263113651126665323611136624663111656126434246362464166515364444121361641265464446251326246341226533456141451516115136544353336516322513624614231152146226431265122311516643262433644166533365315566316664314142245431356322565652635136542246666666313324465262421324334346231555244525153156635362516322313426124631613514115623663414616412666532245664316312225446161231551416462615323166332312234255622526514553343452612661112213235235252111556346215552341154666564661246356226636265653154526335221464516416443661641613612454636144345611435626626546261512623335411625135566252261415515435622615132445636421564641662226364544426126365431216635256454353613652625656353543353161625661646136122444214116551512165643543311645211133544436562663131626662653636525145412665555126565,uuuuffffffuffffffuuuuuuuuuuuuffffffffffuuuuuuuuuffuuuuuuuuuffffffffffffffuuuuuuuuuuuuufuuuuffuuffffffffffffffffffffuuuffffuuuuuuuuuuuuffuuuuuuuffffffuuuuufuuffffffffffffuuuuuuuuuuufuuuuuuuuufffffffffffffuuuuuffffuuuuuuffffuuuuuufffffffffffffffuuuuuuuuuuuuuuuuuufuuuuuuuuuuuuuuuuffffffffffffffffffufuufffffffffffffuuuuuuuuuuffffffffffuuuuuufffuuuuuuuuufuuffffffuuuuuuuffffffffffffffuuuuuuuuuffffffuuuuuuuffffffffffuuffffffffffffffuuuuuuuuuuuuuffffuufffuuuuuuuuuuuufuuuuuuuuufffffuuuuffffffffffffuuuuuuufffffffffffffffffffffuuuuffffffffffffuuuuffffffffffuuuufuuuuffuuuuufffuuuuuufufffffffffffffffffffufuuuuuuuuuuuuuufufffffffffffuuuuuuuffffffffffffffffffffffffffffffffffuuuuuuuufffffffffffffffuuuuuuuuuuuuuuuuuffffffffuuufffffffffuuuuuuuuuuuuuuuuuuffuufffffuuffufffffuuuuuuuuuuuuuuuuuuuuuffffffffffuuuuuufffffffuuuufffffffffffffffffffffffffuufuuuuuuffffffuuuuuuuuuuuuuuuuuuuffffffuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuufffffffffffffuffffffffffuuuuuuuuffffffffffffffuuuuuuuuuuuuffuuuuuuuuuuuufffffffuuuuuuuuuuu
13,0.137158,5642623611322221566621266435251245665515511232314365321633543525666162614626614424513121642331454223414125311345564154533142522531654552123412663314233555614551116126355442566426326533362551456224656561135144335632542526612463636132666163344212224114215656632611165536654644164552345631526466164142411114612415564322524611124635214341446665251231353361561544441554356344124251145322341335551412134663553545243615136646154461555644616444456655416134456663512223636662122216346122562523166516424356456156162661234314614245316416666112534454526131156336211415654636154664442416321666334612553631665433256521236441413454631611234424163611562455434344256141266634355113345256326233423141522152312513133631234155624546621441452123251666145634243131426646424411413131511512322651124565464622144445411351444624524116461126215121152466333513363453525534156616252521464162241435656144642663333143511662646336611566123335345656455343563243166461265264563653615336315254366455226511512151115613565142461625621335,ffuffuuuuuuffffffffuufffffffffffffuuufffffffffuuffuuffuuuuuuffffffffffuufffffuuuuuuuuuuuuuuffffffffffffffffffffffffffffffuuffffffffffffffffffffffffffffffffffuuuuuuuuuuuuufffffffuuuuuuuuuuuuuuuuuuuuuuuufffffffuufffffuufffffffuuuuuuuuuuuuuufffuuuuuuuuuuuuuuuuufffuuuufffffuufffffffffuuufuuuuuuuuuffffffffffffuufuuuuuffffuuffuuuuuuuuuuuuuuuuuufffffffffffuffffffffufuuuuuuuuuuuffffffufffuuuffffuuuuuuuuuuuffffuuuuuffuuuuuufffuuffufffffffffffuuuuffffffffffffffffufffffffffffffffffuuuuuuuuuuuuuuuffffffffuffuuufffffffffffffffuuuuuuuuuuuuufffffffffuffffffuuuuuuuuuuuuuuuuuuuuuuffffffffuuuuuuuffffuffuufuuuffffuuuuuuuuuuuuuuuuuuffffffffffffffffffffffffffffuuuuuuuuuuffffffuuuuuuuuffffffffffffffffffuuuuufffffffffffuffffuuuffuuuuuuuuuuuuuuuufuuuuuuuuuuuuuuuuuuffffuuuuuuuuuuuuuuuuuuuuuuffffuufuuuuffffuffffffuuffuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuffffufffffffffuuuuuuuuuuuuuuuuffuuuuuuffuufffffuuuuuuuuuuuufffffuuuuuuuufffffffuuuufffffffffufffffffffuuuuuffffuuuuufufffffuuuuuuffffffffffffffuuufffuuuuuuuuuuuufffff
14,0.147632,6463523424166653112222516336313535415454562653433562311212561464163321315664566543335153134334223163431556241425311312245521346221521312615656445235662131163326661232124656413222464421641564126452645556564666542624534321652125623343124454442365622543645556664614236636221553426623566146245542312365522562563625665411252666255451145221551536224313533653122354112625451264665266366561464355264145453534311665311222442262364553544113565263662145566631443454444225454455643623546515521565663166542566666253245466411612435325212242213662242335633655266243633313163155536351223421634641614653325624166436442662434126421642355444516445435424613645226242322512366661124544642622324143331255314452621333665626636165341563362326255435663242416534462325646533563365566442166322666146656256313221245166263516144366626222611355266233636353623666661555416556612365652116255161416663226321562554515262122133651366331116415146623613225415455426361613331356254421443616552443465662666166636663364643546124454352214161,uuuuuufffffffffffffffffuuuuuuuuffffffffffuuuuuufffffffffffffffffuuffffffffuuuuuufffffuuuuffffffuuuuuffffuuuuuufffffuuuuuuuuuuuufffffffffffffuuufffffuuffuuuuuuuuuuufffuuuuffuuuuuuffffffufffuuuuuuuuuuuuuuufuuufffuufffffuffufffffffffffuuuffffffuuuuuuuuuuffufffffffffffffuuuuffffffffffuuuuuuufffuuuuuffuuuuuuuffuuuuuuuuuuuuuuuuuuuufffuuuuuufffffffffffffffffffffuuufffffuuuuuuuuuuuuuuuuuuuuuuuuuuuffffffffufuuuuuuuuuuuufffuffffffffuuuufffuuuuuuufffffufffuuuufuufffufffffuuuuufffffffffffffffffuuuuuuuuuuuuuufffuuuuuuuuuufffffuuuuuuufffffffuuuuuuuuuuuuuffuuuuuuufffffffffffffuuuuuufuuffffffuuuuuffffffffffuffffffuuuuuuuuuuuuuuuuuufuufffffuuuuuuuffffffffffuufuuuuuuuuuufffffffuuuuuuuuffffufffffuuuufffuuuuuuuuuuuuuuuuuuuuufffffuuuuuuuuuuuuffffffffffffffuuufuuuuuuufffffffffffffffffffffffffffffuuuuuuuuuuuuffffuuuuuuuufuuuuuuuuuuufuuuuuuuuuuuuuuffffffffffffffffuuuuffffffffuuuuuuuuuuuuuuuufuuuuuuufffuuuuffuuuuuuuuuuuuuuuuuuufffffffffffffuuuuuufffuuuuufffuuuuuuffffffffffffffffuuuuuffuuffuuuuuuuffffffffffffff
15,0.158105,3514663612636622145534646362534121655131663124551451142464554316256615324164315662312462246156242623132416626653514416512262625654526445622552366146641651666345436244635462256216643664351624136263456126215254242331361356323356311214565345212563626624454625652664226616535214355631435463121266356522412426661564123615152646121454644433236653662666364321523144413264436242625466636664625542333443314123531666651514433223261636656334155663111125146632412163365255536614553266526623155655652451611656256336141611662436635415116242246556642653134432256644255125565614663463513122354656533141366163335252124135161326315445152225334122152166336423634365661415161661635156636241246451344421121512654145323224554624466155115353243131424132145465525641432426654356661414531354515313564254362435226532466541144243524446656361315362612545615665224123536153511236443322163456556221566355662532225141441252364415513521554164614363461516334624222366621652234132166353214244215345543145246536416135514313166346611642,ufffffffffffuuuuuffffffffffffffffffffffffffuuuuuufuufuffffffffffffffffuuuuufffffffuffufffuuuuuuuufuuuuuuuuuuuuufffffuuuuuuuuufuuuuuuuuffffffuuuuuuuuuuuuufffffffffffffffuuufffffffuuuufffffuufuuufffffffffffffffffffuuuuuuuuuuuufuuuuuuuffffuuuuuuuuufffffffffffffffuuuuuuuuuuuuuuuufffffffuuuuuuffuuuuuuuuuuuuuuuuuufffffuuuffffuuufuuuuffffuuuuuuuuuuuufuuuuufffffuuuuuuuuuuufffuuuuuuuuuuuuuuuuuuffffffffffffffuufuuffuuuuuuuuuffffffffffffffffuufffffffuuffufffuuuuffffuffffuffffuuuuuuuuuuuuuuuffffffffffffffffuuuffffffuuuuuuuufuuuffffffffffffffffffffffffffffffffuuffuffuuuufuuuuuffuuuufffffffffuuuuuuufuffffffffffuuuuuuuuuuuuffuuuufffffffffffuuuuuffffffuufuuuffuuuuuuuuufffuuuuuuuuuffffuuffffuufffffffffffffuuuuuuffffffffffffffuuuuufffffffffffffffuuufffffffffuuffuuffffffuufffffffffffffffffffffufffufffffffffffffffffffffuffffuuuuuuuuuuuuuuffffufffuuuuuffffuuuffuuufffffuufffuufuuuuuuuuffffuffffffffffffffffffffuuuuuuuuufuuuuuuufffuufffffffuuuuuuffufffuuuuuuuufffffffffffffffffuuuuuuuuuffuuuuuuuuuuuffffuuuuuuf
16,0.168579,6335262366562544153636356346653451215411252264514135123652642546332235215643162613242312461363513243153263224622335656134361333124354123646246645631613462666521646666461664253263335635241624336362265155631424551623521434356362361345211633615161265116665615616632663556626331261612536632132355165534656656143561136463441655252663323322641423636335656115254351435665131635163346116613655266512636133666665131641551144161642615262555461456325231124113166246644454431221354624243536142165224311451664446526244324661636144233314146256544326165424115155261363424624125654144551346116536226521435563421416324611422413234336112561435553624351416115313554164446641662561655651625166146536555564466652621325326653411242332455446552442123136646361454235462641243514145466625662636623224365226646165162163565264654613621432445524245556551446512624455532565556622365152316266646466345511652613345656664551151654652232333461433636636165325436536216526456545446636561124332263322666456221331332626153611642151635525,ffuuuuuuuufffffffuuuuuuuuuuuuufuufffffffffuufffuffffuffffffffuuuufffffufffffffuuufffufuuuuuuuuuuuffffffuuuuuuuuuuuuuuuuuuuuuuuuuuuuuffuuuuuuuuffffffuuuuuuuuuuuuufffuuuuuuuuuuffffffffffffuuuuuuuuuuuuffffffffffuuuuuuffffffffuuuuuufffffffffffffuuuuufffuufffffffuuuuuuuuuuuufufffffffuuffffffffuuuuufffffuuuuuuuuuufuuuuuuuuuuuuufffufffuuuuuffuuuuuuuuuuuuufuuufffffffffuffuufffffffuuuuuffuuuuuuffuuuuuuuuuuuuufffffffffffffffffffffuufffffufuuuuuffffffffuuuuufffuuuuuuuufffuuuuuuuufffffffffufffffuuuuuuufffffuufffffffuuffffuffffffffffuuuufuuuuufuffffuffffuuuuuuuuuuffuuuuuffffffffffffffffffffffffffuffffffffuuuuffffffffuuuuuuuufffffffffufuuuuuufffffffffffffuuuuuuffffuuuuuuuuuuuuuuuuuufffffffffuuuuuffuuuufffffffffffuuuuuuuuuuufffufffuuuuuuuuuuuuuuuuuuffffuuuufuuuuuuuuuuuuuuuuuufffffuuuuuuuuuuufufffufffuuuuuuuufuuuuuuffffuffuuuufffffffffffffffffffffffffuuuuuuuuuuuufuuuuuuuufffffffuuuuuuuuuuuuuufuuuuuuuuuuuuufffffffffffuuufffufffuuuuuffffffuuuffuuuuuuufffuuuffffffffuuuuuuuffffffffffffffffffuuuuuufffffuff
17,0.179053,2151461644545626165631556616164633326554351515432622154252664543323423226633653612215431563653452663463663663241421665464636321513126446543562645556623433113461341661156622266455564251525454611223564445636361526356435365246523155156522312416264416341233346635625224435434654521452436646651644324236636614332522434555544543613565412146424366526555136326421251456321424212226334211366211344121331652216432416121121446214164155666353162364524425515141541441624446323513254154215666552332362653162264145446636253141611112134443663425662364626514363632163165625612634532666214541451411622165564621632254126314543211112564454534341444535354415231663543565546214222465416612616224341163666615214326415123614145652352511126633352436266126421616164636241316545265161252341432252266525241265362222415566635562235663455655611246166533654463261152154531264122616463632264541131112356326551421336366344562543645364635334226166313661524363525152561152245526445664651514612661633316414614464365312411136454365616341,uuufuuufuuuuuuuuuufffffffffuufffffuuuuuuuuuufuuuffuufuffuuufffffffffuuuuuuuuuffffuuuuuufffffffffffffuuuuuuuuuuffffuuuuffffffffffffffffffffuuuufffffffffffffffffffffuuffffffffffffufffuuuufffuuuuuuffffffffffffffffffuuuuuuuuuuuuufffffffuuuuuufuuuuuuuuuuuuuufuuuuuuuuuuuuuuuuuuuuuuuuufuuuffuuffffffffffuuuuuuufuuuufffffffffffffuuuuuuuuufffffuffffffffffffffuuuufffuffffffffffuuuuuuuuuufffffffffuuuuuuuuuuffffffffffffffffffuuuuuffuuuuufffffuuuuuuffffffffffffffffffffuuuufffffffuuffffffffffffffffffuuufuuuuuuuuufffffffffffffffffffffuufffuuuuufuuuuuuuuffffffffffffffuuuuffuuuuuuuuufffffffffffuuffuffuuuufffffffuuuuufffffffffffffffffuufffffffffffffffuuffffffffffuuuufuuuuuuuufffffffuufuuuuuuffffuuffffuufffffffffuuuuufffffffuuuuffffuuuuuuuuuuuffuuuuufuuuuuuuuuuuufffffffffffufffffuuuuuuuffffffffffuuuuuuuuufuuufffffuuuuufuffuuuuuuuuuuuffuuuuuuuuuuffffffffffffffuuuuuuuuuuufffffffuuufffffffuuuuffuuuuuuffuuufuuuuuuuuuuuuffuuuffffffuuuuffffffffffffufffffuuuuuuuuuffffuffuuuufffuuuffuuffufuuuffffffuuuuufuuuuuuuff
